treated_repo,control_repo,onset_month,first_agent,match_distance,treated_log_pr_mean,treated_log_pr_slope,treated_merge_rate,control_log_pr_mean,control_log_pr_slope,control_merge_rate
https://api.github.com/repos/AltimateAI/vscode-dbt-power-user,https://api.github.com/repos/Shopify/cli,2025-10-01 00:00:00+00:00,Claude_Code,0.5076979948374646,1.4769389329477711,-0.2798078939677113,0.45454545454545453,1.3296613488547582,-0.3465735902799726,0.3333333333333333
https://api.github.com/repos/CherryHQ/cherry-studio,https://api.github.com/repos/xerial/sbt-pack,2025-10-01 00:00:00+00:00,Claude_Code,0.3454526547142203,1.3810449087971775,-0.423648930193602,0.7,1.2296264847046454,-0.4581453659370775,0.625
https://api.github.com/repos/Deep-Learning-Profiling-Tools/triton-viz,https://api.github.com/repos/inference-gateway/inference-gateway,2025-10-01 00:00:00+00:00,Claude_Code,0.4245903370652777,1.5668267885974723,-0.8523740461192123,0.8666666666666667,1.7079879931344195,-0.972955074527656,0.9473684210526315
https://api.github.com/repos/TechForPalestine/website,https://api.github.com/repos/tanu-rs/tanu,2025-10-01 00:00:00+00:00,Claude_Code,0.3508470819509047,1.8268796411139971,-0.5493061443340549,0.96,1.5958305809273485,-0.4581453659370773,0.9375
https://api.github.com/repos/campfirein/byterover-cli,https://api.github.com/repos/cagnulein/qdomyos-zwift,2025-10-01 00:00:00+00:00,Claude_Code,0.0,0.8283022165960001,-0.20273255405408225,1.0,0.8283022165960001,-0.20273255405408225,1.0
https://api.github.com/repos/kaichen/kimicc,https://api.github.com/repos/pab1it0/prometheus-mcp-server,2025-10-01 00:00:00+00:00,Claude_Code,0.36295762096596595,0.9241962407465937,0.34657359027997253,0.8,0.8283022165960001,0.20273255405408225,0.75
https://api.github.com/repos/lance-format/lance,https://api.github.com/repos/SciML/SciMLBase.jl,2025-10-01 00:00:00+00:00,Claude_Code,0.2459004997580257,2.1640799450068235,-0.04765508990216247,0.625,2.0794415416798357,-1.537162165261279e-16,0.5714285714285714
https://api.github.com/repos/lancedb/lancedb,https://api.github.com/repos/compiler-explorer/compiler-explorer,2025-10-01 00:00:00+00:00,Claude_Code,0.16080002919858166,1.3296613488547582,-0.5493061443340549,0.6363636363636364,1.3647815207407004,-0.6019864021629681,0.6666666666666666
https://api.github.com/repos/onetimesecret/onetimesecret,https://api.github.com/repos/nextflow-io/nextflow,2025-10-01 00:00:00+00:00,Claude_Code,0.24078268495455935,1.950734159924825,1.1343417706591816,0.8787878787878788,1.9227736652645906,1.0397207708399179,0.84
https://api.github.com/repos/supabase/supabase-swift,https://api.github.com/repos/JuliaSymbolics/Symbolics.jl,2025-10-01 00:00:00+00:00,Claude_Code,0.44535652972308226,1.7661057888493454,0.23500181462286773,0.6,1.9227736652645906,0.11157177565710491,0.6842105263157895
