omitted_repo_id,n,prior_reviewer_share
839216423,3384,0.693853427895981
845317529,3466,0.7025389497980381
775839592,3498,0.7049742710120068
476642602,3539,0.7086747668833003
1127756424,3540,0.7076271186440678
139199684,3543,0.7075924357888794
1069120197,3544,0.7076749435665914
124952577,3554,0.7090602138435566
355197825,3555,0.7091420534458509
1103012935,3555,0.7184247538677918
234231371,3556,0.7097862767154106
430749584,3564,0.7104377104377104
749681472,3566,0.7195737521031969
133100880,3566,0.7125630959057768
722597620,3567,0.7104008971124194
1148615527,3568,0.7099215246636771
307176956,3569,0.7100028019052956
462597790,3571,0.7110053206384767
747691207,3573,0.7103274559193955
633927609,3576,0.7130872483221476
645180041,3578,0.7104527669088877
943901988,3578,0.7107322526551146
668493044,3579,0.71081307627829
1154162014,3579,0.7105336686225202
33837371,3580,0.711731843575419
595662105,3580,0.711173184357542
10744183,3581,0.7112538397095783
1030558707,3581,0.7106953364981848
402945349,3582,0.7110552763819096
614765452,3583,0.7130895897292772
19961085,3583,0.7153223555679598
411912097,3583,0.7114150153502652
42009758,3584,0.7120535714285714
108548456,3584,0.7109375
41117523,3584,0.7112165178571429
912499477,3585,0.7118549511854951
440778041,3585,0.7160390516039051
850004061,3585,0.7112970711297071
724734036,3585,0.7112970711297071
15231212,3586,0.7127718906860011
225880766,3586,0.7110987172336866
352436122,3586,0.7119353039598438
235901813,3586,0.7119353039598438
141427485,3587,0.7122943964315585
722184017,3588,0.7118171683389075
12416862,3588,0.7112597547380156
50272879,3589,0.711340206185567
314605433,3589,0.711340206185567
1012625755,3590,0.713091922005571
873328,3590,0.7139275766016713
832552991,3590,0.7119777158774373
976568879,3590,0.7122562674094708
1138200460,3590,0.7114206128133704
428780722,3591,0.7123363965469228
701750420,3591,0.7115009746588694
12888993,3591,0.7137287663603453
958804967,3591,0.7115009746588694
357728969,3591,0.7131718184349763
820527217,3591,0.7126148705096074
1111357457,3592,0.7115812917594655
1019340578,3592,0.7118596881959911
159556794,3592,0.7115812917594655
594859735,3592,0.7146436525612472
476820102,3592,0.7115812917594655
626805178,3593,0.7122182020595602
232668984,3593,0.7116615641525188
814403270,3593,0.712496521013081
634043200,3593,0.7144447536877261
1152573886,3593,0.7119398831060395
224498849,3593,0.7116615641525188
651622038,3593,0.7116615641525188
1132484374,3593,0.7122182020595602
899127822,3594,0.7125765164162493
710601088,3594,0.7136894824707847
1094226297,3594,0.7117417918753478
779431605,3594,0.7139677239844184
3328572,3594,0.7117417918753478
1146336156,3594,0.7122982749026154
127246132,3594,0.7128547579298832
594155488,3594,0.7136894824707847
429907564,3594,0.7120200333889817
824874689,3594,0.7139677239844184
481196344,3594,0.7125765164162493
600113513,3595,0.7118219749652295
701239058,3595,0.7121001390820584
85431399,3595,0.7129346314325452
1036865607,3595,0.7121001390820584
306976345,3595,0.7123783031988874
283728680,3595,0.7121001390820584
762304524,3595,0.7126564673157163
586920414,3595,0.7132127955493741
763923484,3595,0.7118219749652295
1020144870,3595,0.713490959666203
104365663,3595,0.713490959666203
965415649,3595,0.7123783031988874
826170402,3596,0.7119021134593994
674149041,3596,0.7119021134593994
101194285,3596,0.7119021134593994
1048065319,3596,0.7121802002224694
1112828151,3596,0.7121802002224694
599431918,3596,0.7127363737486095
99919302,3596,0.7132925472747497
803014189,3596,0.7130144605116796
843437350,3596,0.7121802002224694
453068084,3596,0.7130144605116796
635850823,3596,0.7127363737486095
929338255,3596,0.7135706340378198
25868356,3596,0.7119021134593994
1024661423,3596,0.7119021134593994
1157102282,3597,0.7136502641089797
4213474,3597,0.7119822073950515
232335424,3597,0.7122602168473728
577757880,3597,0.713094245204337
70124554,3597,0.7128162357520156
1051990253,3597,0.7119822073950515
347341547,3597,0.7125382262996942
219012610,3597,0.7122602168473728
617799085,3597,0.7119822073950515
959682770,3597,0.7125382262996942
241095326,3597,0.7122602168473728
136202695,3597,0.7119822073950515
257089738,3597,0.7128162357520156
1143106156,3597,0.7119822073950515
1009089036,3598,0.7126181211784325
628067244,3598,0.7123401889938855
197033610,3598,0.7123401889938855
781211748,3598,0.7120622568093385
3559019,3598,0.7120622568093385
828119367,3598,0.7120622568093385
18280236,3598,0.7126181211784325
104133653,3598,0.7120622568093385
1057144703,3598,0.7120622568093385
449554700,3598,0.7128960533629795
283046497,3598,0.7123401889938855
86519684,3598,0.7120622568093385
766839449,3598,0.7120622568093385
117813847,3598,0.7120622568093385
693187866,3598,0.7120622568093385
1168978399,3598,0.7120622568093385
509436902,3598,0.7134519177320734
614258120,3598,0.7123401889938855
32973467,3598,0.7120622568093385
114006193,3598,0.7128960533629795
2006005,3598,0.7123401889938855
400215964,3598,0.7120622568093385
979115477,3598,0.7126181211784325
1122751442,3598,0.7123401889938855
979560403,3598,0.7134519177320734
1081770999,3598,0.7123401889938855
599547518,3598,0.7126181211784325
922104035,3598,0.7120622568093385
66466789,3598,0.7120622568093385
898949330,3598,0.7128960533629795
917974798,3598,0.7123401889938855
82920852,3598,0.7120622568093385
100061716,3599,0.7126979716587941
1038012475,3599,0.7129758266185051
518698474,3599,0.7126979716587941
900203051,3599,0.7124201166990831
71932349,3599,0.7126979716587941
10458362,3599,0.7124201166990831
131389850,3599,0.7126979716587941
50626524,3599,0.712142261739372
965250949,3599,0.712142261739372
480614136,3599,0.7126979716587941
55534429,3599,0.7124201166990831
340900071,3599,0.7124201166990831
42267778,3599,0.712142261739372
933874837,3599,0.712142261739372
118905883,3599,0.712142261739372
105889163,3599,0.7132536815782162
335571729,3599,0.7132536815782162
111455867,3599,0.7124201166990831
963547829,3599,0.7126979716587941
1004147641,3599,0.7126979716587941
486815039,3599,0.712142261739372
464350186,3599,0.7124201166990831
957245447,3599,0.712142261739372
914048456,3599,0.7124201166990831
564072810,3599,0.712142261739372
1115043545,3599,0.7132536815782162
593184777,3599,0.712142261739372
936225376,3599,0.712142261739372
52855516,3599,0.7129758266185051
56342508,3599,0.712142261739372
440752086,3599,0.7124201166990831
1074561042,3599,0.7132536815782162
288774122,3599,0.7129758266185051
314197645,3599,0.7129758266185051
201675631,3599,0.7126979716587941
1147103080,3600,0.7127777777777777
151843254,3600,0.7125
4475999,3600,0.7127777777777777
512270340,3600,0.7125
986861312,3600,0.7125
53238813,3600,0.7122222222222222
500289888,3600,0.7130555555555556
454340098,3600,0.7130555555555556
610300171,3600,0.7127777777777777
53127403,3600,0.7122222222222222
291390714,3600,0.7122222222222222
1190424251,3600,0.7130555555555556
77338134,3600,0.7127777777777777
568430347,3600,0.7125
1051086270,3600,0.7130555555555556
840056306,3600,0.7127777777777777
984979554,3600,0.7122222222222222
158975124,3600,0.7127777777777777
951127926,3600,0.7125
265001214,3600,0.7122222222222222
1004340390,3600,0.7130555555555556
922514152,3600,0.7130555555555556
65600975,3600,0.7127777777777777
1190072018,3600,0.7130555555555556
509028,3600,0.7127777777777777
659104635,3600,0.7122222222222222
707441527,3600,0.7130555555555556
218624360,3600,0.7122222222222222
1042367133,3600,0.7125
37448451,3600,0.7130555555555556
1181779,3600,0.7125
1054932976,3600,0.7130555555555556
582424780,3600,0.7122222222222222
224208127,3600,0.7125
829640443,3600,0.7122222222222222
653589102,3600,0.7127777777777777
23400110,3600,0.7122222222222222
1026981142,3600,0.7125
10601208,3600,0.7122222222222222
1013416985,3600,0.7125
902356902,3600,0.7127777777777777
920603619,3600,0.7130555555555556
257787813,3600,0.7125
7913195,3600,0.7125
4542716,3600,0.7130555555555556
899766976,3600,0.7122222222222222
722878666,3600,0.7122222222222222
485538823,3600,0.7122222222222222
99143276,3600,0.7122222222222222
1017038703,3600,0.7125
1143461873,3600,0.7125
144406906,3600,0.7122222222222222
139156354,3600,0.7130555555555556
1161409602,3600,0.7127777777777777
136510559,3600,0.7122222222222222
918678462,3600,0.7122222222222222
999128119,3600,0.7130555555555556
539537904,3600,0.7122222222222222
626978831,3600,0.7130555555555556
1153130349,3600,0.7130555555555556
195893425,3600,0.7122222222222222
1035690260,3601,0.7125798389336295
3729629,3601,0.7123021382949181
1157545826,3601,0.712857539572341
47486737,3601,0.7123021382949181
1078171437,3601,0.712857539572341
90196632,3601,0.7125798389336295
780660899,3601,0.7123021382949181
916963447,3601,0.7125798389336295
1790564,3601,0.7125798389336295
832452447,3601,0.7125798389336295
391740664,3601,0.7125798389336295
981108483,3601,0.712857539572341
1156147627,3601,0.7125798389336295
39321023,3601,0.7123021382949181
671269505,3601,0.712857539572341
818331198,3601,0.712857539572341
196233098,3601,0.7125798389336295
151331938,3601,0.7125798389336295
1002552148,3601,0.712857539572341
357467863,3601,0.712857539572341
550054675,3601,0.7123021382949181
71643008,3601,0.7123021382949181
307265454,3601,0.712857539572341
752521913,3601,0.7123021382949181
733661878,3601,0.7125798389336295
542889195,3601,0.7123021382949181
1156994049,3601,0.712857539572341
78002587,3601,0.7123021382949181
703114651,3601,0.7123021382949181
389284278,3601,0.7123021382949181
952988376,3601,0.712857539572341
697487642,3601,0.7123021382949181
1006258471,3601,0.712857539572341
260550412,3601,0.712857539572341
339993112,3601,0.7123021382949181
1104210797,3601,0.7123021382949181
995029641,3601,0.712857539572341
1076863218,3601,0.7125798389336295
390115983,3601,0.7123021382949181
560284721,3601,0.7125798389336295
568098118,3601,0.712857539572341
230706417,3601,0.7123021382949181
1057381764,3601,0.7125798389336295
202291859,3601,0.7125798389336295
859829892,3601,0.7125798389336295
643978507,3601,0.712857539572341
91350924,3601,0.7123021382949181
237993579,3601,0.7123021382949181
947349598,3601,0.712857539572341
98913726,3601,0.7125798389336295
683347556,3601,0.7125798389336295
1069943001,3601,0.7125798389336295
109269038,3601,0.7123021382949181
1156956890,3601,0.712857539572341
597879,3601,0.7125798389336295
389984027,3601,0.7123021382949181
764670636,3601,0.7125798389336295
864256775,3601,0.7125798389336295
1089993674,3601,0.7123021382949181
3244931,3601,0.7125798389336295
2179920,3601,0.7123021382949181
135296009,3601,0.7125798389336295
1126841840,3601,0.712857539572341
197153676,3601,0.712857539572341
647353967,3601,0.7123021382949181
1153302402,3601,0.712857539572341
1161523250,3601,0.712857539572341
642497346,3601,0.7125798389336295
571520727,3601,0.7123021382949181
390985926,3601,0.712857539572341
780635287,3601,0.7125798389336295
11863336,3601,0.712857539572341
609765386,3601,0.7125798389336295
601205363,3601,0.7125798389336295
982587624,3601,0.7125798389336295
882626210,3601,0.7125798389336295
7833168,3601,0.7125798389336295
909755274,3601,0.7123021382949181
3782004,3601,0.7123021382949181
502716086,3601,0.7123021382949181
1011567289,3601,0.7125798389336295
926252103,3601,0.7123021382949181
30260406,3601,0.712857539572341
599524116,3601,0.7125798389336295
642965459,3601,0.7125798389336295
976142433,3601,0.712857539572341
330802289,3601,0.7125798389336295
13509707,3601,0.7125798389336295
990481429,3601,0.7125798389336295
15763403,3601,0.7123021382949181
805155266,3601,0.7123021382949181
990586271,3601,0.7125798389336295
1009026205,3601,0.7125798389336295
23332350,3601,0.7123021382949181
44164233,3601,0.7125798389336295
1155822622,3601,0.7125798389336295
776621,3601,0.7123021382949181
828285248,3601,0.7125798389336295
54298946,3601,0.7123021382949181
57104860,3601,0.712857539572341
975734319,3601,0.712857539572341
1150626239,3601,0.712857539572341
854337508,3601,0.712857539572341
917358773,3601,0.712857539572341
326404870,3601,0.712857539572341
595832198,3601,0.7125798389336295
812496927,3601,0.712857539572341
101895131,3601,0.7125798389336295
442321089,3601,0.7125798389336295
1045839248,3601,0.7125798389336295
1019382196,3601,0.7125798389336295
49159983,3601,0.7125798389336295
1130809465,3601,0.7123021382949181
1459486,3601,0.712857539572341
309820286,3601,0.712857539572341
189166871,3601,0.7125798389336295
22332649,3601,0.7123021382949181
934897158,3601,0.7123021382949181
891316389,3601,0.7123021382949181
808146034,3601,0.712857539572341
61980658,3601,0.712857539572341
769440884,3601,0.7123021382949181
306829688,3601,0.7123021382949181
955269110,3601,0.7125798389336295
249027166,3601,0.7123021382949181
28312955,3601,0.7125798389336295
304830226,3601,0.7125798389336295
632871628,3601,0.7123021382949181
35030133,3601,0.712857539572341
40765298,3601,0.7123021382949181
577492459,3601,0.7123021382949181
