repo_url,onset,incumbent,entrant,entrant_user_id,same_contributor_entry,third_agent_within_window,n_pre,n_post,n_entrant,n_incumbent,pre_breadth,post_breadth,new_task_types,entrant_introduced_types,incumbent_introduced_types,entrant_integrated_types,incumbent_integrated_types,entrant_new_share,incumbent_new_share,entrant_rarity,incumbent_rarity,rarity_difference,entrant_pre_jsd,incumbent_pre_jsd,role_distance_jsd,rarefied_breadth_change
https://api.github.com/repos/0xMiden/protocol,2025-11-04 07:20:09+00:00,Cursor,Copilot,198982749,False,False,8,12,11,1,3,4,1,1,0,1,0,0.2727272727272727,0.0,0.6818181818181818,0.75,-0.06818181818181823,0.36553538583941,0.6167622441821304,0.7325921032894358,0.552
https://api.github.com/repos/514-labs/moosestack,2025-07-01 00:01:59+00:00,Copilot,Cursor,4429209,False,False,9,41,37,4,4,5,1,1,0,1,0,0.05405405405405406,0.0,0.7537537537537539,0.6944444444444444,0.059309309309309444,0.24480580514163422,0.44221812524636855,0.5866471167291155,-0.062
https://api.github.com/repos/567-labs/instructor,2025-05-16 22:33:15+00:00,Claude_Code,Devin,158243242,False,True,12,59,25,34,3,5,2,2,0,0,0,0.16,0.20588235294117646,0.7899999999999998,0.7941176470588235,-0.00411764705882367,0.45821231757619085,0.5004131481567897,0.284044975248134,0.87
https://api.github.com/repos/AgentOps-AI/agentops,2025-06-10 01:05:24+00:00,Devin,OpenAI_Codex,14807319,False,True,10,40,11,29,4,4,0,0,0,0,0,0.0,0.0,0.7363636363636364,0.710344827586207,0.02601880877742946,0.36591596851738956,0.19150025130581,0.42675800319588447,-0.486
https://api.github.com/repos/Ayush0Chaudhary/blurr,2025-09-13 21:54:25+00:00,Copilot,Google_Jules,161369871,False,False,13,49,44,5,4,4,0,0,0,0,0,0.0,0.0,0.7045454545454546,0.7230769230769232,-0.018531468531468587,0.27007246996419965,0.4947595947024788,0.3254614838281786,-0.7
https://api.github.com/repos/Azure/LogicAppsUX,2025-06-19 17:20:56+00:00,Copilot,Claude_Code,102700317,False,False,18,11,6,5,5,3,0,0,0,0,0,0.0,0.0,0.7407407407407408,0.5888888888888888,0.15185185185185202,0.4264381250669914,0.37366849178808104,0.36926602592791963,-1.046
https://api.github.com/repos/BoundaryML/baml,2025-08-05 06:07:51+00:00,Cursor,Claude_Code,3730605,False,True,5,38,8,30,4,4,0,0,0,0,0,0.0,0.0,0.8,0.786666666666667,0.013333333333333086,0.44927058580273865,0.29201784450888624,0.29613365588903395,-1.106
https://api.github.com/repos/CherryHQ/cherry-studio,2025-10-22 20:49:44+00:00,Claude_Code,Copilot,198982749,False,False,8,105,32,73,3,4,1,1,0,1,0,0.0625,0.0,0.6640625,0.6438356164383562,0.020226883561643816,0.3243683663816554,0.1977239810762839,0.18962533217418873,-0.18
https://api.github.com/repos/ESPresense/ESPresense-companion,2025-09-08 14:56:16+00:00,OpenAI_Codex,Copilot,198982749,False,False,12,15,5,10,3,4,1,0,1,0,1,0.2,0.1,0.6666666666666667,0.7166666666666667,-0.04999999999999993,0.43344404369006573,0.2811397745607062,0.4521980547458004,0.972
https://api.github.com/repos/EduMIPS64/edumips64,2025-06-30 13:18:42+00:00,Copilot,OpenAI_Codex,200139,False,False,5,8,4,4,3,3,2,2,0,2,0,1.0,0.0,1.0,0.6,0.4,0.8325546111576977,0.523792390695269,0.8325546111576977,-0.352
https://api.github.com/repos/Fission-AI/OpenSpec,2025-09-10 00:56:11+00:00,Claude_Code,OpenAI_Codex,30385142,True,False,39,62,22,40,4,5,1,1,0,0,0,0.045454545454545456,0.025,0.6864801864801866,0.6775641025641026,0.008916083916084006,0.28436532124276276,0.24289231895760333,0.20836450716318297,0.844
https://api.github.com/repos/GLEECBTC/gleec-wallet,2025-07-29 12:47:50+00:00,OpenAI_Codex,Cursor,77973576,True,True,137,44,25,19,5,3,0,0,0,0,0,0.0,0.0,0.6467153284671534,0.6434882827506723,0.003227045716481136,0.14006906880290462,0.17357732237773382,0.09262718830436115,-0.904
https://api.github.com/repos/MervinPraison/PraisonAI,2025-06-04 05:48:40+00:00,Claude_Code,OpenAI_Codex,454862,True,True,48,174,4,170,3,4,2,1,1,0,1,0.5,0.10588235294117647,0.7552083333333333,0.5001225490196078,0.2550857843137254,0.4759500826195987,0.2294624689100706,0.49547464409246805,0.648
https://api.github.com/repos/MetaMask/metamask-extension,2025-08-21 02:00:34+00:00,Cursor,Claude_Code,8112138,True,False,10,25,11,14,3,5,2,0,2,0,1,0.0,0.21428571428571427,0.390909090909091,0.7214285714285714,-0.33051948051948044,0.0836610994316892,0.4403101350379282,0.38767118831953834,0.64
https://api.github.com/repos/MetaMask/metamask-mobile,2025-08-08 23:01:25+00:00,Cursor,Claude_Code,8112138,True,False,10,25,13,12,3,4,1,0,1,0,1,0.0,0.08333333333333333,0.6538461538461539,0.6166666666666666,0.03717948717948727,0.1858115860634792,0.17675418124165598,0.25990155592393693,0.326
https://api.github.com/repos/Michael-A-Kuykendall/shimmy,2025-10-06 23:13:57+00:00,Copilot,Claude_Code,196678413,False,False,5,10,9,1,4,3,0,0,0,0,0,0.0,0.0,0.7777777777777778,0.8,-0.022222222222222254,0.4585487746704684,0.6502387678692824,0.7159228510641404,-1.75
https://api.github.com/repos/MisskeyIO/misskey,2025-11-30 16:47:24+00:00,OpenAI_Codex,Copilot,198982749,False,False,6,19,18,1,2,5,3,2,1,2,1,0.2222222222222222,1.0,0.6111111111111112,1.0,-0.38888888888888884,0.3107694281311398,0.8325546111576977,0.8325546111576977,1.266
https://api.github.com/repos/MudBlazor/MudBlazor,2025-11-11 04:26:05+00:00,Copilot,OpenAI_Codex,7112040,False,False,12,120,15,105,4,5,1,0,1,0,1,0.2,0.09523809523809523,0.8666666666666666,0.7825396825396824,0.08412698412698416,0.5449650358196229,0.3623600775327174,0.40073915302638285,0.39
https://api.github.com/repos/OliverZhaohaibin/iPhotron-LocalPhotoAlbumManager,2025-11-05 15:46:05+00:00,OpenAI_Codex,Google_Jules,161369871,False,True,121,279,230,49,5,5,0,0,0,0,0,0.0,0.0,0.7165648580668343,0.6584584246921911,0.058106433374643274,0.2630050596303649,0.14081707254311093,0.186419916781204,-0.572
https://api.github.com/repos/OpenMS/OpenMS,2025-11-03 12:57:43+00:00,Copilot,OpenAI_Codex,5803621,False,True,71,136,11,125,4,5,1,1,0,1,0,0.18181818181818182,0.024,0.7951344430217671,0.7023098591549295,0.09282458386683756,0.34022220962191413,0.12960901433005176,0.2385984975459769,0.98
